customer_id,signup_date,segment,company_size,industry,tier,price_offered,discount_type,discount_percent,final_price,converted,engagement_score
CUST-00835,2022-12-30,mid_market,51-200,Healthcare,Enterprise,199,none,0.0,199.0,False,27.276670041625238
CUST-00836,2022-09-22,smb,11-50,Healthcare,Enterprise,249,seasonal,0.2,199.20000000000002,False,52.61756660469541
CUST-00837,2022-12-15,startup,1-10,Finance,Basic,39,seasonal,0.2,31.200000000000003,True,11.121825181567456
CUST-00838,2022-10-14,startup,1-10,Retail,Basic,34,none,0.0,34.0,False,26.125322163043762
CUST-00839,2023-09-03,startup,1-10,Healthcare,Basic,24,none,0.0,24.0,False,38.093388868212145
CUST-00840,2023-12-20,mid_market,51-200,Other,Pro,99,seasonal,0.2,79.2,True,68.6028877932772
CUST-00841,2022-10-10,smb,11-50,Other,Basic,24,seasonal,0.2,19.200000000000003,False,62.03199451349729
CUST-00842,2023-07-24,smb,11-50,Retail,Basic,24,annual_upfront,0.25,18.0,False,70.18485586085212
CUST-00843,2022-01-11,smb,11-50,Other,Basic,29,none,0.0,29.0,False,30.106508015104367
CUST-00844,2023-06-14,mid_market,51-200,Finance,Pro,79,none,0.0,79.0,False,91.23826178505097
CUST-00845,2022-07-15,startup,1-10,Retail,Basic,29,retention,0.3,20.299999999999997,False,60.68928258394549
CUST-00846,2022-03-29,mid_market,51-200,Finance,Enterprise,229,none,0.0,229.0,False,64.83198104006927
CUST-00847,2022-09-05,smb,11-50,Technology,Pro,79,seasonal,0.2,63.2,False,27.391380069074167
CUST-00848,2023-02-21,startup,1-10,Finance,Pro,89,none,0.0,89.0,False,84.63246558336327
CUST-00849,2023-05-16,startup,1-10,Retail,Basic,39,annual_upfront,0.25,29.25,False,16.002780924911505
CUST-00850,2023-07-23,mid_market,51-200,Finance,Enterprise,229,seasonal,0.2,183.20000000000002,False,6.488188282457114
CUST-00851,2022-09-04,startup,1-10,Other,Basic,34,early_bird,0.15,28.9,False,84.2307471547092
CUST-00852,2023-12-09,enterprise,200+,Retail,Enterprise,229,seasonal,0.2,183.20000000000002,False,40.18661238087274
CUST-00853,2023-05-03,smb,11-50,Retail,Pro,79,none,0.0,79.0,True,83.28245953968978
CUST-00854,2023-10-24,startup,1-10,Retail,Pro,69,none,0.0,69.0,False,79.2317313750739
CUST-00855,2023-12-30,smb,11-50,Healthcare,Basic,24,none,0.0,24.0,False,77.39706373129609
CUST-00856,2023-05-18,startup,1-10,Finance,Pro,89,annual_upfront,0.25,66.75,False,63.03294453227826
CUST-00857,2023-04-04,startup,1-10,Technology,Enterprise,249,seasonal,0.2,199.20000000000002,False,43.56570318892079
CUST-00858,2022-01-18,startup,1-10,Finance,Basic,39,none,0.0,39.0,False,15.082192658759627
CUST-00859,2022-04-06,enterprise,200+,Retail,Basic,24,none,0.0,24.0,False,41.327951256510595
CUST-00860,2022-10-29,startup,1-10,Other,Basic,39,seasonal,0.2,31.200000000000003,False,52.99088035604819
CUST-00861,2022-08-15,startup,1-10,Other,Basic,34,early_bird,0.15,28.9,False,59.313548578017674
CUST-00862,2023-02-19,enterprise,200+,Healthcare,Enterprise,229,seasonal,0.2,183.20000000000002,False,59.94001458149418
CUST-00863,2023-12-10,startup,1-10,Other,Basic,24,none,0.0,24.0,False,27.227013875788764
CUST-00864,2022-09-07,smb,11-50,Other,Pro,69,early_bird,0.15,58.65,False,13.356445191461233
CUST-00865,2022-11-10,startup,1-10,Retail,Basic,24,none,0.0,24.0,False,8.77193386594414
CUST-00866,2023-11-11,smb,11-50,Other,Pro,79,annual_upfront,0.25,59.25,True,84.35611689808256
CUST-00867,2023-08-19,smb,11-50,Technology,Basic,34,none,0.0,34.0,False,71.49455903349683
CUST-00868,2023-01-13,smb,11-50,Technology,Pro,79,none,0.0,79.0,False,84.76807378324027
CUST-00869,2023-04-30,startup,1-10,Other,Enterprise,199,seasonal,0.2,159.20000000000002,True,56.61259446125201
CUST-00870,2023-07-21,startup,1-10,Technology,Basic,24,none,0.0,24.0,False,84.20958800938052
CUST-00871,2023-06-28,smb,11-50,Other,Pro,69,seasonal,0.2,55.2,False,80.86529556515704
CUST-00872,2022-12-19,smb,11-50,Finance,Pro,79,none,0.0,79.0,False,8.753047346065621
CUST-00873,2023-03-12,mid_market,51-200,Retail,Enterprise,199,annual_upfront,0.25,149.25,False,24.620483975626232
CUST-00874,2023-07-18,mid_market,51-200,Healthcare,Pro,89,annual_upfront,0.25,66.75,True,78.79696222934655
CUST-00875,2022-12-05,smb,11-50,Finance,Basic,24,none,0.0,24.0,False,36.73493068907918
CUST-00876,2022-12-27,smb,11-50,Technology,Pro,69,none,0.0,69.0,False,96.17837123164962
CUST-00877,2023-12-21,smb,11-50,Retail,Basic,34,seasonal,0.2,27.200000000000003,False,25.18693115515439
CUST-00878,2023-04-10,startup,1-10,Finance,Basic,24,none,0.0,24.0,False,1.6834830694434797
CUST-00879,2022-10-05,smb,11-50,Healthcare,Basic,34,none,0.0,34.0,True,79.84331576618209
CUST-00880,2022-11-10,startup,1-10,Retail,Basic,39,none,0.0,39.0,False,25.94731910363528
CUST-00881,2022-09-15,smb,11-50,Technology,Pro,89,none,0.0,89.0,False,30.83496818892284
CUST-00882,2022-08-25,enterprise,200+,Technology,Enterprise,249,none,0.0,249.0,False,68.48715699122185
CUST-00883,2022-05-04,smb,11-50,Other,Pro,89,seasonal,0.2,71.2,False,21.022929207347165
CUST-00884,2022-07-17,mid_market,51-200,Technology,Enterprise,179,none,0.0,179.0,True,12.431742162350892
CUST-00885,2022-11-20,mid_market,51-200,Healthcare,Enterprise,229,none,0.0,229.0,False,57.97859307029505
CUST-00886,2022-05-03,smb,11-50,Finance,Pro,89,none,0.0,89.0,False,15.223203606190344
CUST-00887,2023-07-03,smb,11-50,Retail,Basic,34,none,0.0,34.0,False,89.75290505318047
CUST-00888,2023-12-08,startup,1-10,Technology,Enterprise,199,none,0.0,199.0,False,68.47417884558254
CUST-00889,2022-07-09,startup,1-10,Other,Basic,34,annual_upfront,0.25,25.5,False,40.68081215227282
CUST-00890,2022-07-16,smb,11-50,Healthcare,Basic,39,annual_upfront,0.25,29.25,True,35.932882882486
CUST-00891,2022-08-10,mid_market,51-200,Other,Pro,69,seasonal,0.2,55.2,False,35.790547002258535
CUST-00892,2023-05-11,enterprise,200+,Healthcare,Enterprise,199,seasonal,0.2,159.20000000000002,False,74.87653760818908
CUST-00893,2022-10-11,smb,11-50,Retail,Pro,89,retention,0.3,62.3,False,53.85344416429682
CUST-00894,2023-08-27,mid_market,51-200,Retail,Pro,69,none,0.0,69.0,True,78.6097721996721
CUST-00895,2023-06-22,startup,1-10,Finance,Enterprise,229,annual_upfront,0.25,171.75,False,26.63215245310926
CUST-00896,2023-09-04,startup,1-10,Other,Basic,29,early_bird,0.15,24.65,False,33.91815471332287
CUST-00897,2022-10-17,mid_market,51-200,Technology,Basic,29,none,0.0,29.0,False,53.55332418985692
CUST-00898,2022-04-13,startup,1-10,Finance,Pro,79,none,0.0,79.0,False,37.095783177880534
CUST-00899,2022-07-18,mid_market,51-200,Finance,Enterprise,249,none,0.0,249.0,False,17.67555945448345
CUST-00900,2022-10-31,startup,1-10,Finance,Basic,34,annual_upfront,0.25,25.5,True,96.24827338013614
CUST-00901,2022-08-21,startup,1-10,Healthcare,Basic,39,none,0.0,39.0,False,70.3503677943298
CUST-00902,2023-01-05,smb,11-50,Technology,Basic,24,none,0.0,24.0,False,54.90054301847172
CUST-00903,2022-07-03,smb,11-50,Healthcare,Basic,29,retention,0.3,20.299999999999997,False,8.97498965847893
CUST-00904,2022-11-06,smb,11-50,Other,Pro,99,early_bird,0.15,84.14999999999999,True,27.414040133479944
CUST-00905,2022-01-15,smb,11-50,Retail,Pro,79,retention,0.3,55.3,False,53.63167819132112
CUST-00906,2023-12-27,mid_market,51-200,Retail,Basic,39,none,0.0,39.0,False,32.77769070810249
CUST-00907,2023-07-01,mid_market,51-200,Healthcare,Pro,99,none,0.0,99.0,False,70.15784866163119
CUST-00908,2022-05-10,mid_market,51-200,Finance,Enterprise,229,seasonal,0.2,183.20000000000002,False,25.28565295899271
CUST-00909,2022-10-08,smb,11-50,Retail,Pro,79,none,0.0,79.0,False,52.670089424596014
CUST-00910,2022-02-16,smb,11-50,Other,Pro,79,seasonal,0.2,63.2,False,26.373311639912444
CUST-00911,2022-02-25,startup,1-10,Other,Basic,29,annual_upfront,0.25,21.75,False,83.16961203263645
CUST-00912,2023-07-21,smb,11-50,Other,Basic,39,retention,0.3,27.299999999999997,False,24.33305739561689
CUST-00913,2022-10-27,smb,11-50,Technology,Pro,69,early_bird,0.15,58.65,False,40.328663757929
CUST-00914,2023-12-16,startup,1-10,Finance,Basic,34,early_bird,0.15,28.9,False,34.68621559218131
CUST-00915,2022-05-10,startup,1-10,Other,Basic,24,early_bird,0.15,20.4,False,63.07570155544951
CUST-00916,2023-10-16,startup,1-10,Other,Basic,29,none,0.0,29.0,False,77.16539892828672
CUST-00917,2023-05-18,smb,11-50,Healthcare,Pro,69,early_bird,0.15,58.65,False,42.42774865456072
CUST-00918,2022-04-16,startup,1-10,Finance,Basic,39,none,0.0,39.0,False,20.774398076239507
CUST-00919,2022-01-13,startup,1-10,Technology,Basic,34,none,0.0,34.0,False,19.984272326890068
CUST-00920,2023-08-11,smb,11-50,Other,Pro,89,none,0.0,89.0,False,87.88421630304322
CUST-00921,2022-10-19,startup,1-10,Finance,Basic,24,annual_upfront,0.25,18.0,False,8.76280439162216
CUST-00922,2023-04-26,smb,11-50,Retail,Pro,69,none,0.0,69.0,False,28.649199397815572
CUST-00923,2023-05-06,startup,1-10,Other,Basic,39,none,0.0,39.0,False,14.819426322689571
CUST-00924,2023-03-28,startup,1-10,Finance,Basic,34,none,0.0,34.0,False,31.78181696741309
CUST-00925,2022-12-15,smb,11-50,Healthcare,Pro,99,none,0.0,99.0,False,63.52311904172987
CUST-00926,2022-07-08,smb,11-50,Technology,Pro,79,none,0.0,79.0,False,26.05921314937858
CUST-00927,2022-02-22,mid_market,51-200,Finance,Pro,79,retention,0.3,55.3,False,67.06997840159868
CUST-00928,2022-09-16,mid_market,51-200,Other,Enterprise,249,none,0.0,249.0,False,53.54184562105997
CUST-00929,2023-05-05,mid_market,51-200,Technology,Pro,69,retention,0.3,48.3,False,31.896802529086347
CUST-00930,2022-04-27,smb,11-50,Finance,Basic,29,none,0.0,29.0,False,31.47091133615244
CUST-00931,2022-03-08,startup,1-10,Healthcare,Basic,24,none,0.0,24.0,False,54.92461392025601
CUST-00932,2023-02-15,mid_market,51-200,Retail,Pro,79,none,0.0,79.0,False,67.29598062111035
CUST-00933,2023-05-19,mid_market,51-200,Finance,Pro,69,none,0.0,69.0,False,32.559214950728446
CUST-00934,2022-03-17,startup,1-10,Finance,Basic,34,none,0.0,34.0,False,75.35135823067404
CUST-00935,2023-08-14,startup,1-10,Retail,Basic,39,annual_upfront,0.25,29.25,False,1.1386830696936505
CUST-00936,2023-10-07,startup,1-10,Finance,Pro,89,none,0.0,89.0,False,77.18159663589933
CUST-00937,2023-12-04,smb,11-50,Other,Basic,29,seasonal,0.2,23.200000000000003,False,78.32666496927143
CUST-00938,2022-02-24,smb,11-50,Retail,Pro,99,early_bird,0.15,84.14999999999999,False,71.65166663263774
CUST-00939,2022-06-05,enterprise,200+,Finance,Pro,99,none,0.0,99.0,False,38.74580994043465
CUST-00940,2022-06-02,smb,11-50,Other,Enterprise,199,none,0.0,199.0,False,23.4429151251957
CUST-00941,2023-07-31,enterprise,200+,Other,Enterprise,179,none,0.0,179.0,True,69.67670893013553
CUST-00942,2022-11-08,mid_market,51-200,Retail,Enterprise,249,annual_upfront,0.25,186.75,False,92.26212684436477
CUST-00943,2022-03-29,smb,11-50,Retail,Basic,34,annual_upfront,0.25,25.5,True,24.12416630049079
CUST-00944,2022-09-12,startup,1-10,Finance,Pro,79,seasonal,0.2,63.2,True,61.505884070392035
CUST-00945,2022-05-02,mid_market,51-200,Finance,Enterprise,229,annual_upfront,0.25,171.75,False,36.070998690531006
CUST-00946,2023-07-26,enterprise,200+,Healthcare,Enterprise,199,annual_upfront,0.25,149.25,False,76.6696302045895
CUST-00947,2023-03-03,smb,11-50,Retail,Pro,69,none,0.0,69.0,False,83.27525463081685
CUST-00948,2023-09-13,mid_market,51-200,Technology,Basic,34,early_bird,0.15,28.9,False,58.78453407042805
CUST-00949,2023-09-03,mid_market,51-200,Finance,Pro,99,seasonal,0.2,79.2,False,58.00056686433865
CUST-00950,2023-09-26,mid_market,51-200,Healthcare,Pro,99,none,0.0,99.0,True,69.23120810316341
CUST-00951,2022-08-20,mid_market,51-200,Healthcare,Pro,89,none,0.0,89.0,False,65.66258180954719
CUST-00952,2023-06-20,startup,1-10,Healthcare,Basic,24,early_bird,0.15,20.4,False,42.1404926271013
CUST-00953,2023-01-25,smb,11-50,Technology,Pro,69,seasonal,0.2,55.2,False,30.111256649216095
CUST-00954,2023-04-07,startup,1-10,Healthcare,Basic,34,early_bird,0.15,28.9,False,47.09443177837348
CUST-00955,2023-03-30,smb,11-50,Other,Basic,24,none,0.0,24.0,False,59.14472869510015
CUST-00956,2022-11-01,startup,1-10,Technology,Basic,29,early_bird,0.15,24.65,False,21.762551016641197
CUST-00957,2023-08-26,mid_market,51-200,Technology,Enterprise,229,none,0.0,229.0,False,87.63316756414325
CUST-00958,2023-03-16,startup,1-10,Retail,Basic,29,none,0.0,29.0,False,54.07780973852
CUST-00959,2022-11-09,startup,1-10,Finance,Pro,99,early_bird,0.15,84.14999999999999,False,41.41782659228336
CUST-00960,2023-08-06,startup,1-10,Technology,Enterprise,199,seasonal,0.2,159.20000000000002,True,67.47708031096428
CUST-00961,2023-09-28,smb,11-50,Technology,Basic,24,none,0.0,24.0,False,32.29866449169
CUST-00962,2022-03-03,startup,1-10,Technology,Basic,24,seasonal,0.2,19.200000000000003,True,79.29314919904233
CUST-00963,2023-09-17,startup,1-10,Healthcare,Pro,79,none,0.0,79.0,False,65.31829557798027
CUST-00964,2022-04-12,enterprise,200+,Healthcare,Enterprise,179,none,0.0,179.0,False,61.91227151254347
CUST-00965,2022-08-01,startup,1-10,Healthcare,Basic,24,early_bird,0.15,20.4,True,13.284300895893125
CUST-00966,2023-10-03,smb,11-50,Retail,Enterprise,249,seasonal,0.2,199.20000000000002,False,57.89036967324619
CUST-00967,2022-08-05,smb,11-50,Technology,Enterprise,249,none,0.0,249.0,False,88.58368936562013
CUST-00968,2022-09-28,smb,11-50,Healthcare,Basic,39,none,0.0,39.0,False,58.018525358553944
CUST-00969,2023-11-08,mid_market,51-200,Healthcare,Basic,24,annual_upfront,0.25,18.0,False,84.94996582672513
CUST-00970,2022-03-25,mid_market,51-200,Other,Enterprise,249,none,0.0,249.0,False,54.39730850650298
CUST-00971,2022-06-10,mid_market,51-200,Healthcare,Pro,89,none,0.0,89.0,True,79.80348221442259
CUST-00972,2022-09-03,startup,1-10,Finance,Basic,34,none,0.0,34.0,False,70.04338614787738
CUST-00973,2022-06-27,smb,11-50,Healthcare,Basic,39,seasonal,0.2,31.200000000000003,False,70.92535894368261
CUST-00974,2023-07-20,startup,1-10,Healthcare,Pro,99,none,0.0,99.0,False,29.861820690055048
CUST-00975,2022-03-18,enterprise,200+,Technology,Enterprise,179,seasonal,0.2,143.20000000000002,False,34.126494285118156
CUST-00976,2022-06-10,mid_market,51-200,Technology,Pro,99,none,0.0,99.0,False,57.9630042308109
CUST-00977,2022-01-03,startup,1-10,Other,Basic,34,none,0.0,34.0,False,62.99424946512039
CUST-00978,2023-02-23,smb,11-50,Finance,Basic,34,none,0.0,34.0,False,70.67418232526951
CUST-00979,2023-04-07,startup,1-10,Healthcare,Basic,29,seasonal,0.2,23.200000000000003,False,42.03479768262459
CUST-00980,2023-12-07,startup,1-10,Finance,Basic,24,seasonal,0.2,19.200000000000003,True,5.430145436324476
CUST-00981,2023-09-01,smb,11-50,Retail,Pro,79,none,0.0,79.0,False,66.23840138693302
CUST-00982,2023-04-27,startup,1-10,Healthcare,Basic,39,none,0.0,39.0,False,51.628979819990874
CUST-00983,2022-10-26,enterprise,200+,Healthcare,Enterprise,179,none,0.0,179.0,False,15.20940478206173
CUST-00984,2022-02-03,mid_market,51-200,Finance,Enterprise,179,early_bird,0.15,152.15,False,37.12886786642227
CUST-00985,2022-08-26,startup,1-10,Healthcare,Basic,29,none,0.0,29.0,False,36.40965530474365
CUST-00986,2022-10-23,smb,11-50,Retail,Pro,69,none,0.0,69.0,True,44.26826992461885
CUST-00987,2023-12-25,startup,1-10,Finance,Pro,99,none,0.0,99.0,False,24.0815638628436
CUST-00988,2022-10-17,startup,1-10,Other,Pro,69,annual_upfront,0.25,51.75,False,15.7961879233341
CUST-00989,2023-12-21,mid_market,51-200,Technology,Pro,79,none,0.0,79.0,False,57.32088256963902
CUST-00990,2023-04-10,smb,11-50,Other,Pro,89,annual_upfront,0.25,66.75,False,43.36754408886955
CUST-00991,2022-03-14,startup,1-10,Retail,Basic,34,early_bird,0.15,28.9,False,72.47632764125686
CUST-00992,2023-12-05,smb,11-50,Other,Enterprise,249,none,0.0,249.0,False,77.08104558075858
CUST-00993,2022-08-28,smb,11-50,Retail,Basic,24,none,0.0,24.0,False,72.22825081237065
CUST-00994,2022-09-28,mid_market,51-200,Technology,Pro,99,none,0.0,99.0,False,65.17304542957902
CUST-00995,2023-10-03,smb,11-50,Healthcare,Basic,29,none,0.0,29.0,True,94.13307731277449
CUST-00996,2023-08-27,smb,11-50,Retail,Pro,79,none,0.0,79.0,False,88.27482246616508
CUST-00997,2023-11-09,startup,1-10,Other,Basic,39,none,0.0,39.0,False,64.82895523483622
CUST-00998,2022-07-22,startup,1-10,Other,Enterprise,229,retention,0.3,160.29999999999998,False,30.357190549606194
CUST-00999,2023-03-12,smb,11-50,Other,Basic,39,early_bird,0.15,33.15,False,60.4750094885044
CUST-01000,2022-04-28,startup,1-10,Retail,Basic,24,early_bird,0.15,20.4,False,54.037043913575914
CUST-01001,2023-07-12,startup,1-10,Finance,Basic,34,none,0.0,34.0,False,79.14373325626352
CUST-01002,2022-08-19,smb,11-50,Healthcare,Pro,99,early_bird,0.15,84.14999999999999,False,52.996097790509445
CUST-01003,2023-10-26,startup,1-10,Healthcare,Basic,39,seasonal,0.2,31.200000000000003,True,59.53205677683443
CUST-01004,2022-06-02,smb,11-50,Finance,Basic,24,none,0.0,24.0,True,65.3459855573334
CUST-01005,2022-09-30,mid_market,51-200,Technology,Enterprise,199,none,0.0,199.0,False,63.40480294068007
CUST-01006,2022-05-26,startup,1-10,Other,Pro,99,none,0.0,99.0,False,50.46656862112774
CUST-01007,2022-03-15,startup,1-10,Retail,Basic,34,seasonal,0.2,27.200000000000003,False,75.72717929696758
CUST-01008,2022-03-03,startup,1-10,Other,Basic,29,early_bird,0.15,24.65,True,46.52000394338393
CUST-01009,2022-06-19,mid_market,51-200,Healthcare,Pro,69,early_bird,0.15,58.65,False,40.9801094113772
CUST-01010,2022-11-11,mid_market,51-200,Finance,Enterprise,249,retention,0.3,174.29999999999998,False,37.56214025816141
CUST-01011,2023-09-02,smb,11-50,Healthcare,Basic,24,none,0.0,24.0,False,25.740592471624634
CUST-01012,2023-08-06,enterprise,200+,Technology,Enterprise,249,early_bird,0.15,211.65,False,35.44927087121438
CUST-01013,2022-10-23,startup,1-10,Other,Pro,69,early_bird,0.15,58.65,False,73.05972533681042
CUST-01014,2023-03-26,smb,11-50,Finance,Pro,79,none,0.0,79.0,False,38.08388823791298
CUST-01015,2022-05-08,startup,1-10,Finance,Pro,79,seasonal,0.2,63.2,False,58.71738708113777
CUST-01016,2023-04-25,smb,11-50,Retail,Enterprise,199,none,0.0,199.0,True,42.11433077758926
CUST-01017,2023-12-07,enterprise,200+,Finance,Enterprise,179,annual_upfront,0.25,134.25,False,33.40906879581141
CUST-01018,2022-11-08,mid_market,51-200,Finance,Pro,89,none,0.0,89.0,False,15.50175730866876
CUST-01019,2023-12-18,enterprise,200+,Retail,Enterprise,249,seasonal,0.2,199.20000000000002,False,1.785625903986483
CUST-01020,2023-02-17,smb,11-50,Healthcare,Pro,69,seasonal,0.2,55.2,True,47.17514302290346
CUST-01021,2022-10-06,mid_market,51-200,Healthcare,Pro,89,annual_upfront,0.25,66.75,False,70.94033305250164
CUST-01022,2023-05-28,enterprise,200+,Technology,Enterprise,179,none,0.0,179.0,False,34.10495098052807
CUST-01023,2023-07-07,startup,1-10,Healthcare,Basic,24,retention,0.3,16.799999999999997,False,81.67582570676673
CUST-01024,2023-05-21,smb,11-50,Retail,Pro,89,none,0.0,89.0,False,17.398126685283653
CUST-01025,2023-03-25,smb,11-50,Technology,Basic,34,none,0.0,34.0,True,83.78004086557605
CUST-01026,2022-03-24,startup,1-10,Other,Basic,34,early_bird,0.15,28.9,True,71.73114170529921
CUST-01027,2023-09-05,startup,1-10,Retail,Basic,24,none,0.0,24.0,True,79.69389540438235
CUST-01028,2022-02-10,mid_market,51-200,Retail,Enterprise,179,early_bird,0.15,152.15,False,39.10842607904436
CUST-01029,2023-03-19,startup,1-10,Other,Basic,39,none,0.0,39.0,False,72.64366017699157
CUST-01030,2022-11-27,smb,11-50,Finance,Pro,79,none,0.0,79.0,False,21.03023373230285
CUST-01031,2023-09-11,mid_market,51-200,Finance,Pro,99,none,0.0,99.0,False,80.59097828765903
CUST-01032,2022-09-14,smb,11-50,Retail,Pro,89,early_bird,0.15,75.64999999999999,False,90.00092375898505
CUST-01033,2022-01-27,smb,11-50,Other,Pro,99,none,0.0,99.0,False,69.59893047120822
CUST-01034,2022-04-04,smb,11-50,Technology,Basic,34,none,0.0,34.0,False,41.613464096363984
CUST-01035,2022-08-23,smb,11-50,Other,Pro,89,none,0.0,89.0,False,63.90670493309214
CUST-01036,2023-11-22,smb,11-50,Other,Basic,29,seasonal,0.2,23.200000000000003,False,83.02206729658877
CUST-01037,2023-08-13,smb,11-50,Finance,Pro,99,early_bird,0.15,84.14999999999999,False,73.49611150886145
CUST-01038,2023-08-25,startup,1-10,Other,Basic,24,none,0.0,24.0,False,29.513363957228623
CUST-01039,2022-01-22,startup,1-10,Healthcare,Pro,89,retention,0.3,62.3,True,27.697518034884695
CUST-01040,2023-11-20,mid_market,51-200,Technology,Pro,89,none,0.0,89.0,False,63.18744959358794
CUST-01041,2022-10-03,smb,11-50,Healthcare,Pro,79,none,0.0,79.0,False,37.62611211786925
CUST-01042,2023-08-14,smb,11-50,Other,Enterprise,229,annual_upfront,0.25,171.75,False,56.251809512166496
CUST-01043,2022-02-11,smb,11-50,Retail,Basic,34,none,0.0,34.0,False,49.81631681233421
CUST-01044,2022-06-29,startup,1-10,Finance,Basic,34,annual_upfront,0.25,25.5,False,56.671935978111875
CUST-01045,2023-04-27,startup,1-10,Technology,Basic,24,none,0.0,24.0,False,50.5180251791436
CUST-01046,2023-06-16,smb,11-50,Other,Pro,69,seasonal,0.2,55.2,True,35.163603621180066
CUST-01047,2023-10-30,startup,1-10,Other,Basic,24,none,0.0,24.0,False,53.56132138496952
CUST-01048,2023-03-29,startup,1-10,Healthcare,Basic,39,none,0.0,39.0,False,51.30729939992755
CUST-01049,2022-10-12,smb,11-50,Retail,Pro,79,none,0.0,79.0,False,21.073342932075136
CUST-01050,2022-07-05,startup,1-10,Retail,Basic,29,none,0.0,29.0,True,46.03509297368563
CUST-01051,2023-08-23,startup,1-10,Retail,Basic,29,annual_upfront,0.25,21.75,False,51.573215997708765
CUST-01052,2023-03-23,startup,1-10,Healthcare,Basic,34,none,0.0,34.0,False,73.58681561663947
CUST-01053,2023-10-13,startup,1-10,Other,Pro,69,retention,0.3,48.3,False,78.70204926782485
CUST-01054,2023-05-19,mid_market,51-200,Technology,Pro,69,early_bird,0.15,58.65,False,91.51512551060719
CUST-01055,2022-04-04,startup,1-10,Technology,Pro,99,early_bird,0.15,84.14999999999999,False,83.61775421912817
CUST-01056,2023-04-27,mid_market,51-200,Retail,Enterprise,199,none,0.0,199.0,True,66.85792957530091
CUST-01057,2022-12-23,startup,1-10,Healthcare,Pro,79,none,0.0,79.0,False,26.98092525325536
CUST-01058,2023-02-23,enterprise,200+,Finance,Enterprise,249,none,0.0,249.0,False,60.81810274652809
CUST-01059,2022-12-08,startup,1-10,Technology,Basic,29,seasonal,0.2,23.200000000000003,False,11.253303586246101
CUST-01060,2022-11-25,startup,1-10,Technology,Basic,29,none,0.0,29.0,True,84.4176014255648
CUST-01061,2023-11-18,smb,11-50,Finance,Pro,99,none,0.0,99.0,False,57.667535785097336
CUST-01062,2022-04-18,startup,1-10,Technology,Basic,34,retention,0.3,23.799999999999997,False,51.33655819758651
CUST-01063,2022-06-14,mid_market,51-200,Healthcare,Basic,29,annual_upfront,0.25,21.75,False,58.10068457849042
CUST-01064,2022-12-04,smb,11-50,Retail,Pro,99,early_bird,0.15,84.14999999999999,False,46.42657070794209
CUST-01065,2023-02-26,smb,11-50,Technology,Pro,89,early_bird,0.15,75.64999999999999,True,78.70631746303175
CUST-01066,2023-12-12,smb,11-50,Retail,Pro,99,annual_upfront,0.25,74.25,False,7.0101821025187805
CUST-01067,2023-05-23,smb,11-50,Other,Pro,89,none,0.0,89.0,False,38.15789051405339
CUST-01068,2022-10-23,startup,1-10,Technology,Pro,69,none,0.0,69.0,True,46.446854251030054
CUST-01069,2023-11-10,startup,1-10,Technology,Basic,29,none,0.0,29.0,False,62.07131383816685
CUST-01070,2023-02-15,smb,11-50,Healthcare,Pro,89,none,0.0,89.0,False,70.44973430815391
CUST-01071,2023-07-18,startup,1-10,Technology,Pro,79,none,0.0,79.0,False,89.3729737065494
CUST-01072,2022-02-07,startup,1-10,Finance,Basic,29,none,0.0,29.0,False,37.300514617640644
CUST-01073,2023-04-11,smb,11-50,Other,Pro,69,none,0.0,69.0,True,75.4917760833451
CUST-01074,2022-04-01,smb,11-50,Retail,Pro,69,none,0.0,69.0,True,63.46961294783397
CUST-01075,2022-11-19,startup,1-10,Healthcare,Pro,69,annual_upfront,0.25,51.75,False,35.185518494881784
CUST-01076,2022-09-16,startup,1-10,Retail,Pro,69,none,0.0,69.0,False,26.564233574995967
CUST-01077,2022-11-28,startup,1-10,Technology,Basic,39,none,0.0,39.0,False,77.78019353876186
CUST-01078,2022-04-29,smb,11-50,Retail,Pro,69,none,0.0,69.0,False,28.349817340497623
CUST-01079,2023-02-18,startup,1-10,Healthcare,Basic,24,none,0.0,24.0,False,35.30246918959279
CUST-01080,2023-06-11,mid_market,51-200,Healthcare,Pro,69,early_bird,0.15,58.65,True,40.204322687173594
CUST-01081,2022-01-02,smb,11-50,Healthcare,Pro,99,early_bird,0.15,84.14999999999999,False,70.38891163688831
CUST-01082,2023-11-05,startup,1-10,Retail,Basic,39,none,0.0,39.0,False,79.16003052351279
CUST-01083,2023-07-10,smb,11-50,Healthcare,Enterprise,229,none,0.0,229.0,False,43.78701524321995
CUST-01084,2023-04-19,enterprise,200+,Retail,Pro,89,annual_upfront,0.25,66.75,True,33.57607502931894
CUST-01085,2023-02-28,mid_market,51-200,Finance,Pro,89,seasonal,0.2,71.2,True,63.162451302250766
CUST-01086,2022-02-25,smb,11-50,Other,Pro,79,seasonal,0.2,63.2,True,70.4707506479332
CUST-01087,2022-07-12,smb,11-50,Retail,Enterprise,229,none,0.0,229.0,False,64.73421877295628
CUST-01088,2023-06-15,mid_market,51-200,Retail,Pro,69,none,0.0,69.0,True,66.6092789976331
CUST-01089,2023-01-06,startup,1-10,Healthcare,Basic,39,none,0.0,39.0,False,17.74586137221983
CUST-01090,2023-09-30,startup,1-10,Other,Basic,24,seasonal,0.2,19.200000000000003,True,50.73365333213411
CUST-01091,2023-05-26,mid_market,51-200,Other,Pro,99,none,0.0,99.0,False,85.10814543939722
